CrtSize,Brdgm2,BrdPrice,Quantity,InkCover,InkPriceKg,Mcost,Price
685396,285,865,50000,2,12,1813,69
221100,240,865,50000,2,12,1177,37
227500,240,865,100000,2,12,1411,24
227500,240,865,100000,2,12,1411,24
161568,235,865,500000,2,12,1411,24
128989,240,865,105000,2,12,1409,22
116875,240,865,750000,2,12,3922,13
382392,269,1525,86400,3,12,1411,24
407680,285,566,400000,2,12,1001,113
407680,285,616,400000,2,12,1001,113
407680,285,566,400000,2,12,1001,113
407680,285,616,400000,2,12,7132,37
170000,265,566,300000,2,12,2307,15
170000,240,865,300000,2,12,2307,15
205425,230,865,15000,2,12,925,75
155520,330,1115,5000,2,12,820,269
193726,240,576,25000,2,12,1242,63
353736,260,682,100000,2,12,1362,24
241200,240,576,500000,2,12,4485,18
178002,275,511,1000000,2,12,5845,13
70196,240,865,100000,1,12,1273,19
1595280,285,865,1000,2,12,1081,1190
805800,325,865,1000,2,12,1081,1187
311575,325,865,20000,2,12,1039,1149
648000,326,855,1000,2,12,877,972
273224,285,855,1000,2,12,860,922
561600,330,1115,3500,2,12,1039,382
418200,330,1115,3500,2,12,888,293
185344,240,865,10000,2,12,1526,264
185344,240,865,10000,2,12,1526,264
185344,240,865,10000,2,12,1526,264
500000,280,850,100000,2,12,965,236
459635,280,865,50000,2,12,965,236
459635,280,815,50000,2,12,965,236
151620,255,865,5000,2,12,965,236
566370,280,890,5000,2,12,938,225
1736163,280,855,5000,2,12,1074,185
1332100,280,855,15000,2,12,1074,185
632400,280,855,2400,2,12,1074,185
632400,330,1125,10000,2,12,1074,185
632400,330,1125,10000,2,12,1074,185
632400,330,1140,10000,2,12,1074,185
632400,330,1140,10000,2,12,1074,185
632400,330,1140,10000,2,12,1074,185
514250,280,855,10000,2,12,1074,185
514250,280,855,10000,2,12,1074,185
491575,280,855,3000,2,12,1074,185
478224,280,815,5000,2,12,1074,185
473936,235,855,3000,2,12,1074,185
420750,280,855,10000,2,12,1074,185
325128,280,855,21000,2,12,1074,185
325128,280,825,250000,2,12,1074,185
320416,280,855,3000,2,12,1074,185
318136,280,825,250000,2,12,1074,185
268125,280,855,20000,2,12,1074,185
253460,235,825,50000,2,12,1074,185
179242,280,855,10000,2,12,1074,185
171500,255,855,5000,2,12,1074,185
154744,280,855,21000,2,12,1074,185
92256,280,855,7500,2,12,1074,185
69375,215,865,10000,2,12,1074,185
69375,215,865,10000,2,12,1074,185
69375,235,865,10000,2,12,1074,185
66250,235,825,10000,2,12,1074,185
66250,235,865,10000,2,12,1074,185
57024,280,855,8600,2,12,1074,185
346875,255,865,16000,2,12,1863,184
261625,255,865,8000,2,12,1163,168
1128159,326,865,10000,2,12,1023,164
445913,326,865,10000,2,12,1011,158
561600,330,1115,20000,2,12,1060,136
363584,240,865,10000,2,12,1060,136
363584,359,1410,10000,2,12,1060,136
320416,330,1125,10000,2,12,938,124
376362,280,865,10000,2,12,946,118
254209,265,865,10000,2,12,924,116
254209,285,865,10000,2,12,924,116
179242,330,1125,10000,2,12,921,116
311575,280,865,10000,2,12,938,116
209573,255,865,10000,2,12,944,115
475020,280,865,10000,2,12,919,111
222015,255,865,10000,2,12,932,111
498750,272,1505,25000,2,12,1604,111
183015,280,865,10000,2,12,929,110
123760,240,865,10000,2,12,910,109
171396,285,865,12000,2,12,942,96
254634,235,865,20000,2,12,1444,93
193726,330,1135,25000,2,12,1465,89
176054,235,865,20000,2,12,1347,87
176054,280,895,20000,2,12,1347,87
176054,235,865,25000,2,12,1347,87
181250,235,855,10000,2,12,1049,80
181250,235,855,10000,2,12,1049,80
455430,265,945,5000,2,12,1049,79
342500,280,945,5000,2,12,1049,79
155001,235,900,10000,2,12,1049,79
142560,280,945,10000,2,12,1049,79
105370,235,870,10000,2,12,1049,79
105370,359,1445,17000,2,12,1049,79
102400,280,945,10000,2,12,1049,79
89905,280,895,10000,2,12,1049,79
65610,235,945,50000,2,12,1049,79
193726,330,1135,25000,2,12,1098,73
254634,235,865,20000,2,12,1040,67
311575,325,865,100000,2,12,2555,46
311575,285,865,100000,2,12,2555,44
657000,280,865,50000,2,12,1316,44
657000,235,865,50000,2,12,1316,44
657000,280,865,50000,2,12,1316,44
657000,280,865,50000,2,12,1316,44
499320,280,865,50000,2,12,1316,44
285600,280,865,50000,2,12,1316,44
311575,285,865,10000,2,12,2355,42
252724,285,855,50000,2,12,2355,42
252724,285,855,50000,2,12,2355,42
189525,285,855,50000,2,12,2355,42
189525,285,855,50000,2,12,2355,42
171396,325,865,100000,2,12,2355,42
171396,325,865,100000,2,12,2355,42
171396,325,865,100000,2,12,2355,42
171396,325,865,100000,2,12,2355,42
151620,255,865,100000,2,12,1398,24
151620,255,865,100000,2,12,1364,23
164020,230,945,150000,2,12,4570,16
128989,240,880,300000,2,12,1936,14
361415,269,1570,10000,3,12,1526,264
131376,269,1570,25000,3,12,1060,136
149454,359,1410,13000,3,12,1347,87
149454,359,1410,13000,3,12,1347,87
92256,359,1410,13300,3,12,1347,87
74863,359,1410,13300,3,12,1347,87
193726,309,1410,20000,3,12,1049,80
193726,290,2013,20000,3,12,1049,80
193726,270,1800,30000,3,12,1049,80
193726,269,1570,20000,3,12,1049,79
193726,369,1570,20000,3,12,1049,79
193726,290,2253,30000,3,12,1049,79
206400,309,1410,30000,3,12,1098,73
193726,240,900,10000,3,12,1098,70
103500,240,925,50000,2,12,1099,31
75690,230,576,500000,2,12,2439,9
63423,240,576,1500000,2,12,5893,8
52983,240,586,2000000,2,12,6053,8
52983,240,586,2000000,2,12,6053,8
75690,230,586,1500000,2,12,5896,8
85500,240,596,3200,2,12,981,338
85500,240,596,3200,2,12,962,326
318270,285,566,400000,2,12,1001,113
170000,272,1385,250000,2,12,2666,44
204160,240,626,500000,2,12,5652,22
164020,240,576,158000,2,12,1538,17
204160,240,576,500000,2,12,4145,16
116875,230,576,180000,2,12,1538,14
170000,240,576,1500000,2,12,8692,13
349740,240,865,10000,1,12,941,120
155244,265,800,17000,1,12,917,64
174636,285,865,2000,2,12,1086,625
185238,240,865,5500,2,12,1118,225
895455,265,865,25000,2,12,1535,107
895455,265,865,25000,2,12,1380,87
230496,265,865,17000,2,12,968,72
1720000,280,885,7500,2,12,1802,70
1720000,280,885,9000,2,12,1802,70
774200,285,885,10000,2,12,1802,70
774200,285,865,50000,2,12,1802,70
566370,280,885,3000,2,12,1802,70
293550,285,855,3000,2,12,2920,41
293550,240,865,120000,2,12,2920,41
225600,220,905,70000,2,12,1813,39
328500,265,865,17000,2,12,1594,30
200475,285,865,100000,2,12,1594,30
174636,265,865,25000,2,12,1594,30
174636,285,865,38000,2,12,1594,30
122740,285,865,100000,2,12,1372,24
155244,265,865,506000,2,12,5413,22
204160,240,865,200000,2,12,1896,21
125345,230,865,720000,2,12,3971,13
230496,265,581,50000,2,12,1012,30
150544,265,581,50000,2,12,999,29
122290,265,581,50000,2,12,952,26
344256,275,566,500000,2,12,4285,20
318270,285,606,50000,2,12,1001,113
318270,285,606,50000,2,12,1001,113
318270,285,606,75000,2,12,1001,113
318270,285,606,75000,2,12,1001,113
318270,285,606,100000,2,12,1001,113
318270,285,606,100000,2,12,1001,113
318270,285,606,200000,2,12,1001,113
318270,285,606,200000,2,12,1001,113
318270,285,606,300000,2,12,1001,113
318270,285,606,300000,2,12,1001,113
318270,285,606,400000,2,12,1001,113
318270,285,606,400000,2,12,1001,113
318270,285,606,500000,2,12,1001,113
318270,285,606,500000,2,12,1001,113
318270,285,606,50000,2,12,1037,34
155244,265,566,50000,2,12,999,29
318270,285,606,200000,2,12,2515,25
155244,265,566,100000,2,12,1288,21
170000,240,576,144000,2,12,1641,19
170000,230,576,144000,2,12,1641,19
155244,265,566,200000,2,12,1865,18
155244,265,566,500000,2,12,4258,17
170000,240,596,1700000,2,12,8692,13
194400,265,800,25000,2,12,1036,58
128989,240,865,50000,2,12,1070,30
194400,240,865,100000,2,12,1460,25
194400,265,865,500000,2,12,3899,19
512000,280,865,5000,3,12,1070,30
168000,240,865,5000,3,12,1070,30
293480,285,900,5000,2,12,1046,229
280800,265,900,25000,2,12,1046,229
264550,265,900,10000,2,12,1046,229
118030,265,900,5000,2,12,1046,229
689472,240,900,5000,2,12,884,195
338688,240,900,5000,2,12,884,195
238336,240,900,5000,2,12,884,195
229989,240,900,5000,2,12,884,195
229989,240,900,5000,2,12,884,195
165888,240,900,5000,2,12,884,195
108300,240,900,5000,2,12,884,195
169200,240,870,10000,2,12,1178,135
2150500,285,855,50000,2,12,2100,97
1955000,265,855,50000,2,12,2100,97
286713,240,900,50000,2,12,1200,39
223560,240,576,250000,2,12,2317,18
254848,240,576,250000,1,12,2762,20
359100,265,566,100000,2,12,2666,44
135904,265,566,60000,2,12,1641,38
463540,285,566,20000,5,12,873,71
55680,285,566,250000,2,12,1556,11
55680,285,566,250000,2,12,1556,10
55680,285,566,1000000,2,12,4425,8
704628,325,865,10000,1,13,979,135
781250,285,865,1000,2,13,1064,1147
164025,285,865,2000,2,13,865,469
704628,325,865,5000,2,13,1074,158
164025,285,865,2000,2,13,776,92
200655,280,865,90000,2,13,1379,25
194400,235,945,100000,2,13,1715,18
194400,235,870,200000,2,13,1715,18
168640,265,566,200000,2,13,1948,19
658674,325,855,60000,1,13,1697,73
658674,330,840,60000,1,13,1697,73
539000,280,865,1000,2,13,861,929
1403184,280,865,1000,2,13,859,920
184000,280,865,1000,2,13,854,905
184000,280,865,1000,2,13,854,905
105000,280,865,1000,2,13,854,905
105000,280,865,1000,2,13,854,905
1678125,325,865,5000,2,13,1301,346
1370625,325,865,5000,2,13,1271,327
407305,280,865,5000,2,13,1179,280
1678125,325,865,5000,2,13,962,254
407305,280,865,5000,2,13,930,226
311575,280,860,20000,2,13,853,1798
311575,280,860,20000,2,13,853,1798
157500,325,865,2000,2,13,1150,671
157500,325,865,2000,2,13,1075,582
310005,235,890,5000,2,13,1264,291
175500,235,825,250000,2,13,901,208
150060,235,825,200000,2,13,901,208
272160,300,940,250000,2,13,1458,93
272160,280,855,250000,2,13,1458,93
272160,369,1500,222000,2,13,3655,71
316608,255,855,75000,2,13,2096,57
316608,280,855,250000,2,13,3711,49
272160,235,890,143000,2,13,2926,46
171564,235,810,250000,2,13,4894,34
164020,240,865,10000,2,13,2464,17
310005,235,865,10000,3,13,1293,154
382392,280,860,68000,3,13,1411,24
382392,255,860,68000,3,13,1411,24
234612,280,860,72000,3,13,1411,24
220248,280,860,72000,3,13,1411,24
200655,280,860,72000,3,13,1411,24
170000,235,820,100000,3,13,1411,24
53371,235,860,100000,3,13,1411,24
1261750,285,875,6000,2,13,968,221
344256,280,870,5000,2,13,3140,25
116875,235,870,30000,2,13,3777,20
116875,235,870,418000,2,13,3777,20
316608,235,865,75000,3,13,2096,58
571438,280,860,35000,2,13,941,128
346560,235,860,35000,2,13,941,128
242550,235,860,100000,2,13,941,128
194040,235,860,45000,2,13,941,128
68750,235,860,5000,2,13,941,128
322669,255,860,10000,2,13,943,122
356400,325,860,5000,3,13,941,128
283500,325,860,5000,3,13,941,128
267288,329,1410,15000,3,13,941,128
164255,325,860,5000,3,13,941,128
325128,359,1410,30000,3,13,1718,84
128989,235,870,300000,3,14,1411,24
377200,280,900,10000,2,14,941,128
2320000,280,935,10000,2,14,1776,60
1379460,325,895,10000,2,14,2414,49
683020,280,895,50000,2,14,2414,49
600600,280,945,20000,2,14,2414,49
197470,235,905,30000,2,14,2414,49
69920,235,905,10000,2,14,2414,49
69920,235,905,400000,2,14,2414,49
50700,235,905,400000,2,14,2414,49
89562,235,905,5000,2,14,3833,16
55488,235,905,5000,2,14,3833,16
1135063,235,905,10000,3,14,808,844
1135063,235,905,10000,3,14,808,844
573164,235,895,200000,3,14,808,844
525096,235,895,5000,3,14,808,844
368761,235,895,200000,3,14,808,844
112437,359,1445,5000,3,14,941,128
112437,359,1445,6000,3,14,941,128
74863,359,1410,10000,3,14,907,113
600600,359,1505,20000,3,14,2414,49
293760,285,860,5000,2,14,1165,269
591888,280,860,50000,2,14,1575,56
1856000,280,870,1000,2,14,873,914
146080,255,860,250000,2,14,3777,20
146080,255,860,250000,2,14,3777,20
1261750,280,875,10000,2,14,1010,145
1261750,280,875,10000,2,14,999,140
1261750,280,875,10000,2,14,988,135
1261750,280,875,10000,2,14,919,131
1261750,280,875,10000,2,14,960,129
1261750,280,875,10000,2,14,970,128
1261750,280,875,10000,2,14,907,126
1261750,280,875,10000,2,14,880,119
128989,235,905,25000,3,14,1411,24
121500,280,935,13000,2,14,969,95
774200,280,935,67000,2,14,2725,76
446215,280,935,329000,2,14,5520,40
328500,255,935,70000,2,14,1490,39
328500,255,935,70000,2,14,1490,39
376362,280,935,360000,2,14,4714,37
171190,255,935,50000,2,14,1135,35
154112,255,895,100000,2,14,1420,25
1170188,325,935,75000,2,14,853,1798
704628,325,935,75000,2,14,853,1798
372400,280,935,1000,2,14,853,1798
311575,280,935,15000,2,14,853,1798
311575,280,935,100000,2,14,853,1798
230000,255,935,30000,2,14,853,1798
230000,255,935,150000,2,14,853,1798
230000,255,935,150000,2,14,853,1798
207000,255,935,150000,2,14,853,1798
207000,255,935,150000,2,14,853,1798
207000,255,935,150000,2,14,853,1798
207000,255,935,150000,2,14,853,1798
207000,255,935,150000,2,14,853,1798
207000,255,935,150000,2,14,853,1798
196020,255,945,10000,2,14,853,1798
196020,255,945,10000,2,14,853,1798
164025,280,935,100000,2,14,853,1798
69825,280,935,1000,2,14,1554,1729
171396,280,935,1000,2,14,859,918
171396,285,935,1000,2,14,858,915
142560,280,935,1000,2,14,857,913
102400,280,935,1000,2,14,857,913
675382,280,945,2000,2,14,936,510
396900,280,935,2000,2,14,883,494
230000,255,935,2500,2,14,870,380
396900,280,935,5000,2,14,1350,337
1170188,325,935,3500,2,14,930,335
704628,325,935,3500,2,14,930,328
1221220,280,935,50000,2,14,3405,308
396900,280,935,5000,2,14,1150,292
1221220,280,935,50000,2,14,2537,290
311575,285,935,3500,2,14,882,284
171396,285,935,3500,2,14,878,278
3608010,325,935,50000,2,14,3638,259
396900,280,935,4000,2,14,950,248
170202,325,935,5000,2,14,937,236
704628,325,935,5500,2,14,975,234
774200,280,935,5000,2,14,945,233
2009016,400,1240,25000,2,14,1746,228
156663,325,935,5000,2,14,900,209
174636,280,935,5000,2,14,887,200
122290,255,935,5000,2,14,878,194
678960,255,945,10000,2,14,1182,191
2686500,400,1200,25000,2,14,1450,172
232001,280,945,10000,2,14,1024,165
570350,280,935,9000,2,14,934,153
768000,255,935,50000,2,14,2430,150
380625,359,1550,10000,2,14,955,143
551740,255,945,10000,2,14,1211,137
295659,255,945,10000,2,14,1211,137
535500,280,935,10000,2,14,963,133
1221220,280,935,50000,2,14,2537,123
350350,280,935,10000,2,14,948,121
156663,280,935,10000,2,14,948,121
193050,280,935,10000,2,14,950,119
3375000,280,935,40000,2,14,1949,117
222642,235,935,10000,2,14,941,116
984851,405,1140,250000,2,14,5820,111
1170188,325,935,30000,2,14,1533,109
704628,325,935,30000,2,14,1533,103
196044,280,935,15000,2,14,1052,101
3375000,280,935,250000,2,14,7979,100
1170188,325,935,100000,2,14,4326,99
704628,325,935,100000,2,14,4326,94
119894,285,945,12000,2,14,904,90
176054,280,935,15000,2,14,998,89
158184,255,935,15000,2,14,997,89
158184,255,935,15000,2,14,997,89
1170188,325,935,150000,2,14,4264,86
984851,325,935,250000,2,14,5820,85
420750,280,935,50700,2,14,2201,82
446215,280,935,20000,2,14,1037,82
704628,325,935,150000,2,14,4264,79
407680,255,935,50000,2,14,1880,74
155520,255,935,17000,2,14,971,73
240656,280,935,25000,2,14,1141,68
155244,255,935,20000,2,14,983,67
623376,255,935,1100000,2,14,33119,64
359700,325,935,132000,2,14,3093,64
207173,255,935,25000,2,14,1099,64
623376,255,935,1100000,2,14,32319,63
1201253,255,935,50000,2,14,1967,61
453929,255,945,50000,2,14,1776,60
1139040,280,935,40000,2,14,1227,60
1201253,255,935,50000,2,14,1934,60
380700,255,935,2000000,2,14,46323,55
380700,255,935,2000000,2,14,46323,55
380700,255,935,2000000,2,14,46323,55
380700,255,935,2000000,2,14,46323,55
171396,285,935,30000,2,14,1090,53
692640,255,935,200000,2,14,4696,52
541125,280,935,10000,2,14,4696,52
446215,280,935,50000,2,14,1317,51
692640,255,935,100000,2,14,2099,50
311575,280,935,100000,2,14,2968,50
977985,280,960,50000,2,14,2414,49
52000,265,935,50000,2,14,2414,49
52000,235,945,50000,2,14,2414,49
692640,255,935,200000,2,14,3781,48
692640,255,935,200000,2,14,3397,47
692640,280,935,500000,2,14,8593,47
178000,255,935,43000,2,14,1243,46
178000,280,935,500000,2,14,1243,46
170000,255,935,43000,2,14,1243,46
446215,280,935,133000,2,14,2891,46
692640,255,935,200000,2,14,3397,45
328500,255,935,50000,2,14,1307,45
170000,255,935,56000,2,14,1362,43
170000,255,935,56000,2,14,1362,43
117504,255,935,43000,2,14,1193,43
117504,255,935,500000,2,14,1193,43
117504,255,935,500000,2,14,1193,43
692640,255,935,500000,2,14,7293,43
1139040,280,935,250000,2,14,3468,42
170000,280,935,55000,2,14,1371,42
359700,325,935,150000,2,14,2250,40
380700,255,935,2000000,2,14,33325,38
380700,255,935,2000000,2,14,32353,36
380700,255,935,2000000,2,14,32353,36
380700,255,935,2000000,2,14,32353,36
380700,255,935,2000000,2,14,32353,36
311575,285,935,150000,2,14,2227,35
311575,280,935,150000,2,14,2227,34
207000,255,935,150000,2,14,2271,33
116875,280,935,50000,2,14,1111,33
116875,235,935,50000,2,14,1128,32
116875,235,935,50000,2,14,1111,32
116875,235,935,50000,2,14,1111,31
328500,255,935,525000,2,14,5847,29
205800,280,935,150000,2,14,1866,27
207000,255,935,150000,2,14,2016,27
207000,255,935,150000,2,14,2016,27
178000,280,935,155000,2,14,1902,26
204800,280,935,450000,2,14,3982,24
196000,280,935,450000,2,14,3982,24
122500,255,935,132000,2,14,1676,24
122500,255,935,132000,2,14,1625,24
110400,255,935,132000,2,14,1599,23
170000,240,935,144000,2,14,1727,23
174636,280,935,2000000,2,14,15727,22
116875,235,945,20000,2,14,3340,21
155244,255,935,500000,2,14,4340,20
128620,280,935,351800,2,14,2722,20
178000,255,935,3000000,2,14,21790,19
110400,255,935,150000,2,14,1551,19
139125,280,935,999900,2,14,6527,19
122290,255,935,500000,2,14,3774,17
117504,255,935,500000,2,14,3608,17
2009016,400,1200,25000,3,14,2061,238
380625,359,1500,10000,3,14,941,128
380625,359,1500,15000,3,14,941,128
380625,276,2250,15000,3,14,941,128
380625,276,2250,15000,3,14,941,128
376362,280,895,335000,2,15,1260,26
128989,235,945,1000,2,15,1056,1119
567891,325,945,3000,2,15,1281,522
1615273,400,1250,10000,2,15,1369,292
3093125,405,1200,10000,2,15,1431,290
1744352,400,1250,10000,2,15,1369,287
852500,280,945,5000,2,15,1074,273
1229600,280,945,5000,2,15,1083,272
2196988,400,1250,10000,2,15,1169,271
1322400,325,945,5000,2,15,959,267
1056165,325,945,5000,2,15,954,257
296000,359,1500,10000,2,15,1587,238
1829818,375,1200,10000,2,15,1369,235
852500,280,945,5000,2,15,1019,234
288288,280,945,5000,2,15,935,227
1732266,400,1200,60000,2,15,3204,214
1732266,350,945,60000,2,15,3204,185
420750,280,945,13000,2,15,1127,131
322669,255,945,10000,2,15,936,121
693332,280,945,25000,2,15,1964,119
646000,280,945,50000,2,15,2444,112
1201253,255,945,100000,2,15,7458,97
1201253,255,945,100000,2,15,7419,97
475020,280,935,20000,2,15,1020,78
297825,255,945,156000,2,15,2327,33
475020,280,945,5000,2,15,1260,26
164020,235,945,150000,2,15,1800,23
128989,235,935,100000,2,15,1330,22
117504,255,945,250000,2,15,2401,21
116875,235,945,200000,2,15,1963,19
361415,359,1485,10000,2,15,1065,148
616420,280,935,18000,2,15,1433,144
601664,285,1070,14000,2,15,871,481
396900,280,1070,7000,2,16,969,194
207270,295,550,5000000,2,16,30367,17
207270,295,550,5000000,2,16,16244,15
207270,295,938,5000000,2,16,10596,11
1736655,400,1300,60000,2,16,3204,243
1736655,400,1225,60000,2,16,3204,231
304425,280,1070,10000,2,16,948,125
311575,280,1070,35000,2,16,2335,92
228800,280,1070,15000,2,16,992,90
692640,255,1070,50000,2,16,1667,71
303400,359,1610,50000,2,16,1229,59
803330,280,1000,4000,1,16,6185,1661
803330,280,1000,4000,1,16,6185,1661
862840,325,1000,1000,1,16,1359,1484
40896,235,1000,4000,1,16,2099,560
906633,300,940,2500,1,16,1067,492
659295,300,940,2500,1,16,1055,479
410960,300,940,2500,1,16,1045,466
60840,280,1100,48000,1,16,13048,296
1170188,325,960,5000,1,16,1000,265
311575,280,960,5000,1,16,1165,264
704628,325,960,5000,1,16,1000,260
311575,280,960,5000,1,16,915,212
164025,280,960,5000,1,16,908,205
998400,325,1000,10000,1,16,1258,193
692640,329,1755,50000,1,16,3878,190
874800,325,1000,10000,1,16,1147,170
862840,400,1250,500000,1,16,30860,164
692640,329,1755,50000,1,16,2513,161
518400,325,1000,10000,1,16,1108,153
60840,280,1100,48000,1,16,5339,145
1486800,255,1500,50000,1,16,2632,137
692640,329,1755,50000,1,16,2491,123
995904,255,1500,50000,1,16,2393,122
511000,329,1755,50000,1,16,2726,115
692640,329,1755,50000,1,16,1899,110
692640,329,1755,50000,1,16,1681,97
570350,280,960,40000,1,16,2056,91
343440,280,940,40000,1,16,1753,91
511000,280,940,50000,1,16,1873,74
601664,280,1000,50000,1,16,1799,65
475020,280,960,60000,1,16,2187,63
70980,235,1000,40000,1,16,1888,60
692640,255,1000,100000,1,16,2404,59
438900,280,960,222000,1,16,5365,49
342144,280,960,50000,1,16,1398,47
261000,329,1755,150000,1,16,2823,42
328500,255,960,235000,1,16,4735,39
150926,280,960,64000,1,16,1677,39
170000,235,960,50000,1,16,1337,39
70980,235,1000,50000,1,16,1389,38
328500,255,1000,302000,1,16,4629,35
297000,280,1000,392000,1,16,5472,34
40896,235,1000,140000,1,16,3332,33
171190,255,1000,150000,1,16,2150,29
155244,255,960,230000,1,16,3452,28
122290,255,960,300000,1,16,3993,24
116875,235,1100,150000,1,16,1683,21
1344000,325,1000,2000,2,16,1411,842
190800,255,940,40000,2,16,1735,89
774200,280,1000,166000,2,16,6853,83
628425,255,1070,15000,2,16,1104,122
1849600,400,1450,3000,1,17,1340,738
1855025,400,1292,6100,1,17,1678,570
1732266,400,1225,5000,1,17,1214,485
570350,280,1250,35000,1,17,1493,88
692640,255,1250,100000,1,17,3054,67
122290,255,1205,530000,1,17,4605,21
171396,280,1170,1000,2,17,858,918
592950,325,1190,10000,2,17,1668,280
387139,325,1190,10000,2,17,1530,242
1732266,400,1245,60000,2,17,3567,228
273829,325,1190,10000,2,17,1461,223
692640,280,1180,5000,2,17,892,212
167153,325,1600,10000,2,17,1270,198
195975,235,1200,10000,2,17,1387,195
450000,255,1300,20000,2,17,1420,121
425000,255,1300,20000,2,17,1420,121
1487500,280,1170,50000,2,17,2350,120
1487500,255,1170,50000,2,17,2350,120
613700,280,1250,30000,2,17,1780,108
180000,255,1300,37500,2,17,1744,95
170000,235,1300,20000,2,17,1201,77
207809,280,1250,30000,2,17,1500,76
1065750,280,1170,600000,2,17,12468,74
90000,255,1300,37500,2,17,1344,53
303400,280,1300,50000,2,17,1229,50
322669,255,1180,80000,2,17,1935,48
438900,280,1180,250000,2,17,4266,48
170000,255,1180,144000,2,17,2683,41
204180,235,1300,120000,2,17,2002,34
204180,235,1180,120000,2,17,2002,33
155244,255,1180,270000,2,17,3135,28
116875,235,1250,150000,2,17,1607,22
116875,235,1160,200000,2,17,1660,19
170000,235,1250,20000,2,17,979,65
112437,255,1300,10000,2,17,1137,135
170000,255,1180,72000,2,17,1964,50
174636,280,1250,50000,2,17,1239,45
164020,235,1250,100000,2,17,1707,31
768000,255,1250,50000,2,17,1582,74
1003200,255,1250,200000,2,17,4359,73
806400,255,1250,200000,2,17,4110,65
826880,255,1250,100000,2,17,2248,63
752000,255,1250,200000,2,17,3927,62
768000,255,945,50000,2,17,1292,56
832000,255,1250,100000,2,17,1622,54
826880,255,945,100000,2,17,1627,52
886380,255,945,200000,2,17,2689,47
1296000,325,1250,1000,1,18,1064,1149
120000,235,1250,1000,1,18,1064,1147
152352,235,1250,1000,1,18,1057,1123
467139,255,1250,1000,1,18,1011,1096
380082,280,1365,5000,1,18,1103,259
141311,255,1250,5000,1,18,1026,229
224910,235,1250,10000,1,18,1139,137
480180,280,1250,135000,1,18,4868,99
176054,280,1250,20000,1,18,1250,88
479250,280,1250,135000,1,18,3548,77
273735,300,1000,89300,1,18,1696,54
322669,255,1215,50000,1,18,1561,54
180831,300,1000,184840,1,18,2287,44
273735,280,1250,392800,1,18,3894,29
273735,300,1000,392800,1,18,3894,27
124320,250,1250,1500000,1,18,13345,25
180831,300,1000,1268217,1,18,9538,23
2126434,400,1450,50000,2,18,12373,458
1864800,400,1500,15000,2,18,1780,329
2257920,350,1250,175000,2,18,9972,250
2257920,350,1250,175000,2,18,6306,224
2303840,400,1465,500000,2,18,18830,176
1590624,400,1465,100000,2,18,4253,153
139200,280,1250,11500,2,18,1165,126
228800,280,1250,15000,2,18,992,93
255492,280,1250,70000,2,18,2561,84
193751,280,1250,50000,2,18,1487,53
360000,255,1250,150000,2,18,2553,44
230000,255,1250,150000,2,18,2553,41
889200,255,1300,150000,2,18,3348,72
340200,255,1300,200000,2,18,4153,68
204000,255,1300,500000,2,18,5459,37
105000,255,1300,100000,2,18,1599,34
184140,255,1300,350000,2,18,3274,27
130272,255,1300,1000000,2,18,7626,25
608166,300,1335,4100000,2,20,59347,76
2009016,400,1240,25000,2,20,1746,183
289380,255,1140,75000,2,20,941,128
267288,300,1140,15000,2,20,941,128
382392,285,860,5000,3,35,1411,24
382392,265,860,68000,3,35,1411,24
382392,265,860,86400,3,35,1411,24
1006950,325,855,5000,2,160,1310,389
891000,325,945,5000,2,160,1310,389
891000,325,855,5000,2,160,1310,389
